,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
317,Vardo,75,US,1563894253,83,39.62,-77.74,73,5.82
318,Strathpeffer,20,GB,1563894254,57,57.59,-4.54,78.8,11.41
319,Pouembout,0,NC,1563894254,69,-21.12,164.9,67.05,15.23
320,Javanrud,75,IR,1563894254,14,34.8,46.49,96.8,4.7
321,Pangnirtung,90,CA,1563894254,100,66.15,-65.72,42.8,5.82
322,Fairlie,1,US,1563894254,54,33.31,-95.96,82.99,8.05
323,Port Lincoln,0,AU,1563894255,75,-34.72,135.86,58.05,16.49
324,San Cristobal,100,HN,1563894255,53,14.68,-86.92,79.65,2.93
325,Kavaratti,100,IN,1563894255,76,10.57,72.64,82.53,20.07
326,Ararat,77,AM,1563894255,28,39.85,44.7,95,16.11
328,Souillac,0,FR,1563894256,22,45.6,-0.6,108,8.05
329,Caranavi,87,BO,1563894256,93,-15.83,-67.57,55.17,1.79
331,Saint George,40,GR,1563894003,40,39.45,22.34,91.99,11.41
333,Loa Janan,66,ID,1563894257,90,-0.58,117.09,73.35,3.2
334,Rapid Valley,1,US,1563894257,73,44.06,-103.15,77,3.36
335,Dongsheng,96,CN,1563894257,86,29.72,112.52,82.89,8.19
336,Yuzha,100,RU,1563894257,88,56.58,42.01,67.95,4.97
337,Ponnani,90,IN,1563894258,88,10.77,75.93,80.01,13.89
338,Batavia,75,US,1563894258,53,43,-78.19,78.01,5.82
339,Milkovo,40,BG,1563894258,69,41.53,24.68,82.4,6.93
340,Toul,0,FR,1563894258,23,48.68,5.89,99,8.05
341,Dikson,11,RU,1563894259,90,73.51,80.55,35.37,4.81
342,Meulaboh,80,ID,1563894259,63,4.14,96.13,85.23,1.19
343,Ust-Ilimsk,100,RU,1563894259,47,57.96,102.73,65.97,1.66
344,Thunder Bay,40,CA,1563894259,77,48.41,-89.26,73.99,6.93
345,Westport,75,US,1563894027,88,41.14,-73.36,70,11.41
346,Pimentel,23,BR,1563894260,48,-3.7,-45.5,87.03,7
347,Puerto Suarez,19,BO,1563894260,51,-18.96,-57.8,86,5.82
348,Noumea,75,NC,1563894260,82,-22.28,166.46,57.2,13.29
349,San Carlos de Bariloche,20,AR,1563894260,79,-41.13,-71.31,23,4.7
350,Ponta do Sol,83,BR,1563894261,56,-20.63,-46,69.75,6.78
352,Maues,14,BR,1563894261,44,-3.38,-57.72,91.17,5.86
353,Hazorasp,0,UZ,1563894261,30,41.32,61.08,96.8,9.17
355,Manaquiri,20,BR,1563894261,66,-3.43,-60.46,87.8,8.05
356,Totness,1,US,1563894262,70,33.74,-80.8,90,8.05
358,Komsomolskiy,100,RU,1563894262,59,67.55,63.78,61.65,12.75
359,Udachnyy,39,RU,1563894262,28,66.42,112.4,73.4,2.24
360,Beyneu,52,KZ,1563894262,22,45.32,55.19,93.87,18.16
361,Valdemarpils,0,LV,1563894263,77,57.37,22.59,68,10.29
362,Petropavlovka,100,RU,1563894263,99,50.61,105.32,53.37,5.14
363,Tarko-Sale,37,RU,1563894263,73,64.92,77.78,66.99,1.01
364,Vao,0,EE,1563894263,47,59.1,26.19,72.99,5.12
365,Bhadrapur,75,NP,1563894264,88,26.55,88.09,78.8,5.82
367,Kaitangata,3,NZ,1563894264,87,-46.28,169.85,44.01,1.99
368,Ahipara,0,NZ,1563894264,100,-35.17,173.16,48,12.12
369,Mahebourg,75,MU,1563894264,78,-20.41,57.7,71.6,16.11
370,Xining,91,CN,1563894045,86,36.62,101.77,47.43,4.43
372,Sur,0,OM,1563894265,70,22.57,59.53,82.17,10.85
373,Jijiang,0,CN,1563894265,70,29.8,120.61,89.6,4.47
374,Antalaha,56,MG,1563894265,91,-14.9,50.28,59.85,3.15
375,Albanel,75,CA,1563894051,63,48.88,-72.44,62.6,3.36
376,Kholodnyy,0,RU,1563894266,62,62.72,147.95,35.37,2.53
377,Kloulklubed,75,PW,1563894266,94,7.04,134.26,75.2,8.16
378,Bayangol,100,MN,1563894266,98,48.91,106.09,58.77,3.04
379,Kudahuvadhoo,37,MV,1563894266,76,2.67,72.89,83.61,11.05
380,Olinda,40,AU,1563894266,75,-37.84,145.39,48,5.82
381,Tilichiki,94,RU,1563894267,95,60.47,166.1,45.81,1.86
382,Kutum,0,SD,1563894267,25,14.2,24.66,89.91,9.19
383,Atar,0,MR,1563894242,12,20.52,-13.05,109.53,8.39
384,Tiruchchendur,100,IN,1563894267,60,8.48,78.12,84.51,8.55
385,Linkuva,75,LT,1563894267,68,56.09,23.97,69.8,10.29
386,Saldanha,13,PT,1563894268,24,41.42,-6.55,94.59,6.82
387,Nizhniy Ufaley,96,RU,1563894268,94,55.91,59.99,61.83,5.7
388,Narsaq,75,GL,1563894268,81,60.91,-46.05,50,4.7
389,Slyudyanka,100,RU,1563894268,40,51.66,103.72,61,92.01
390,Sakaide,73,JP,1563894268,90,34.31,133.87,78.01,3.89
391,Swellendam,72,ZA,1563894269,62,-34.02,20.44,59,12.75
392,Piranshahr,8,IR,1563894269,22,36.7,45.14,80.37,8.34
393,Ginir,61,ET,1563894269,71,7.14,40.71,69.57,1.25
394,Khujner,72,IN,1563894269,42,23.78,76.6,94.05,5.75
395,Nouadhibou,0,MR,1563894252,57,20.93,-17.03,80.6,14.99
396,Tadine,43,NC,1563894270,68,-21.55,167.88,68.67,16.6
397,Tucurui,0,BR,1563894190,38,-3.77,-49.67,89.91,7.74
398,Howard Springs,0,AU,1563894270,93,-12.5,131.05,69.01,3.71
399,Gamba,89,CN,1563894271,65,28.28,88.52,48.15,11.23
400,Buerarema,100,BR,1563894271,78,-14.96,-39.3,75.15,7.34
401,San Juan Bautista,100,PY,1563894271,90,-26.67,-57.15,65.25,5.37
402,Sampit,67,ID,1563894271,89,-2.54,112.95,72.27,3.22
403,Cherskiy,100,RU,1563894272,87,68.75,161.3,38.25,5.35
404,San Jose de Buan,100,PH,1563894272,94,12.05,125.03,73.35,0.74
406,Zapolyarnyy,0,RU,1563894272,36,69.43,30.82,80.6,2.24
407,Sibolga,100,ID,1563894053,70,1.74,98.78,83.43,2.51
408,Bilma,2,NE,1563894272,20,18.69,12.92,101.97,2.84
409,Awbari,0,LY,1563894273,10,26.59,12.77,98.37,11.03
410,Mugan,100,CN,1563894273,34,35.94,101.38,55.35,4.94
411,Jacareacanga,0,BR,1563894273,58,-6.22,-57.76,87.8,3.36
412,Padang,100,ID,1563894273,75,-0.92,100.36,82.35,3.49
413,Souris,90,CA,1563894274,93,46.36,-62.25,66.99,6.93
414,Asmara,53,ER,1563894274,68,15.34,38.93,75.87,5.23
415,Bosaso,100,SO,1563894274,70,11.28,49.18,89.19,8.46
416,Rawson,0,AR,1563894275,48,-43.3,-65.11,45.81,19.77
417,Nanortalik,100,GL,1563894275,93,60.14,-45.24,39.33,5.84
418,Strezhevoy,0,RU,1563894275,68,60.73,77.6,68,2.24
419,Rochegda,100,RU,1563894275,98,62.67,43.41,55.17,4.36
420,Esperance,90,AU,1563894276,100,-33.86,121.89,51.8,6.93
421,Havoysund,20,NO,1563894276,64,71,24.66,69.8,6.93
422,Rio Gallegos,0,AR,1563894119,74,-51.62,-69.22,33.8,20.8
423,Nizhnevartovsk,0,RU,1563894175,68,60.93,76.58,68,2.24
424,Abu Dhabi,13,AE,1563894080,56,24.47,54.37,104,10.29
427,Palana,1,RU,1563894277,81,59.08,159.95,47.07,9.22
429,Calceta,90,EC,1563894277,94,-0.85,-80.16,71.6,11.41
432,Sosva,0,RU,1563894277,67,59.17,61.86,69.03,4.92
433,Isangel,3,VU,1563894278,68,-19.55,169.27,70.83,15.73
434,Belle Glade,1,US,1563894278,66,26.68,-80.67,90,4.7
435,Mehamn,0,NO,1563894278,52,71.03,27.85,69.75,7.07
436,Hambantota,40,LK,1563894279,74,6.12,81.12,84.2,9.17
438,Saravan,40,AM,1563894279,25,39.72,45.65,100.4,20.8
439,Dakar,0,SN,1563893693,55,14.69,-17.45,87.8,9.17
440,Vagur,100,FO,1563894279,99,61.47,-6.81,53.37,16.4
441,Aripuana,92,BR,1563894279,50,-9.17,-60.63,84.51,1.92
442,Ixtapa,75,MX,1563894280,88,20.71,-105.21,82,6.93
443,Yahotyn,0,UA,1563894280,34,50.28,31.76,78.8,11.18
444,Mezen,87,RU,1563894280,67,65.85,44.24,66.87,9.69
445,Nizhneudinsk,100,RU,1563894281,88,54.91,99.03,63.63,3
446,Zorritos,90,PE,1563894281,33,-3.68,-80.68,89.6,3.36
447,Sambava,83,MG,1563894281,72,-14.27,50.17,64.53,2.82
448,Port Hedland,91,AU,1563894111,45,-20.31,118.58,66.2,5.82
449,Umm Kaddadah,3,SD,1563894281,26,13.6,26.69,96.21,8.16
450,Kununurra,2,AU,1563894084,55,-15.77,128.74,62.6,3.36
451,Namtsy,0,RU,1563894282,54,62.72,129.66,53.6,4.47
452,Broceni,30,LV,1563894282,69,56.7,22.53,70.83,8.05
453,Turukhansk,79,RU,1563894282,56,65.8,87.96,69.93,8.25
454,Fukuma,98,JP,1563894282,83,33.77,130.47,80.6,8.05
456,Carauari,36,BR,1563894283,50,-4.88,-66.9,89.19,3.42
457,Bay Roberts,75,CA,1563894283,82,47.58,-53.28,72,5.82
458,Susanville,1,US,1563894116,59,40.42,-120.65,68,3.83
459,Berlevag,0,NO,1563894283,39,70.86,29.09,78.8,5.82
460,Mabaruma,68,GY,1563894284,92,8.2,-59.78,80.01,5.03
461,Tochio,0,JP,1563894284,91,37.47,139,72,2.71
462,Lac-Megantic,1,CA,1563894257,77,45.58,-70.88,68,2.24
463,Nishihara,75,JP,1563894284,88,35.74,139.53,80.01,8.28
464,Myitkyina,100,MM,1563894285,99,25.38,97.4,70.65,1.83
465,Caravelas,74,BR,1563894285,80,-17.73,-39.27,74.07,11.52
467,Marawi,100,PH,1563894285,91,8,124.29,75.99,4
468,Nanding,100,CN,1563894285,96,24.87,105.42,67.59,3.38
471,Gawler,20,AU,1563894286,87,-34.6,138.75,53.6,3.36
472,Ekhabi,100,RU,1563894286,94,53.51,142.97,50.49,22.88
473,College,1,US,1563894286,87,64.86,-147.8,63,1.48
474,Vung Tau,38,VN,1563894010,83,10.35,107.08,81.45,10
475,Zhicheng,100,CN,1563894287,51,35.04,112.59,85.77,1.01
476,Anadyr,0,RU,1563894287,81,64.73,177.51,44.6,2.24
477,Wadena,88,CA,1563894287,77,51.95,-103.8,66.33,6.62
478,Carutapera,2,BR,1563894287,65,-1.2,-46.02,85.23,9.33
479,Nanlong,27,CN,1563894288,94,31.35,106.05,75.33,3.56
480,Villarrica,20,CL,1563894288,100,-39.28,-72.23,39,4.7
481,San Isidro,40,CR,1563894288,73,10.02,-84.06,73.4,11.41
482,Takestan,20,IR,1563894288,15,36.07,49.69,100.4,9.17
483,Sokoto,100,NG,1563894289,44,13.06,5.24,89.91,3.06
484,Ossora,42,RU,1563894289,90,59.24,163.07,37.89,3.87
485,Aranos,0,NA,1563894289,9,-24.14,19.11,77.49,25.3
486,Longyearbyen,75,NO,1563894289,70,78.22,15.63,48.2,4.7
487,Todos Santos,75,MX,1563894289,74,23.45,-110.23,84,1.92
488,Jijiga,43,ET,1563894290,53,9.35,42.8,72.99,4.79
489,Falmouth,20,GB,1563894290,73,50.16,-5.07,79,8.05
490,Biak,100,ID,1563894290,96,-0.91,122.88,59.85,6.53
491,Tura,85,RU,1563894290,57,64.27,100.22,62.19,5.73
492,Neiafu,20,TO,1563894291,100,-18.65,-173.98,60.8,7.27
493,Nago,0,IT,1563894291,41,45.88,10.89,96.01,4.7
494,Almora,14,IN,1563894291,84,29.6,79.66,71.19,2.04
495,Sikasso,23,ML,1563894291,54,11.32,-5.68,88.47,4.94
496,Port Hardy,75,CA,1563894292,93,50.7,-127.42,53.6,2.24
497,Hovd,20,NO,1563894292,60,63.83,10.7,72,3.36
498,Kamaishi,97,JP,1563894292,94,39.28,141.86,63.09,2.39
499,Seoul,90,KR,1563894004,74,37.57,126.98,82.4,10.65
500,Archidona,90,EC,1563894292,100,-0.91,-77.81,69.8,0.76
501,Alto Paraguai,0,BR,1563894293,29,-14.51,-56.48,90.81,7.85
502,Cap Malheureux,75,MU,1563894293,78,-19.98,57.61,71.6,16.11
504,Ulladulla,46,AU,1563894293,39,-35.36,150.48,63,17.22
505,Epinal,0,FR,1563894293,28,48.18,6.45,97,4.7
507,Mayo,75,CA,1563894294,87,63.59,-135.9,60.8,6.93
508,Mountain Home,1,US,1563894294,34,43.13,-115.69,82.4,4.7
509,Vilyuysk,0,RU,1563894294,43,63.75,121.63,59.13,0.65
510,Qasigiannguit,40,GL,1563894294,43,68.82,-51.19,55.4,3.36
511,Catuday,100,PH,1563894295,68,16.29,119.81,84.69,0.6
512,Egvekinot,100,RU,1563894295,96,66.32,-179.17,42.93,2.21
513,Bom Jesus da Lapa,100,BR,1563894295,39,-13.25,-43.41,82.35,10.83
514,Fortuna,90,US,1563894295,93,40.6,-124.16,59,5.82
515,Salinopolis,26,BR,1563894296,79,-0.61,-47.36,81.27,14.56
516,Kaeo,20,NZ,1563894296,94,-35.1,173.78,48,3
517,Nizhniy Kuranakh,0,RU,1563894296,74,58.84,125.49,49.95,2.15
518,Puerto Baquerizo Moreno,75,EC,1563894296,88,-0.9,-89.6,69.8,12.75
519,Krasnozatonskiy,40,RU,1563894297,72,61.68,50.98,68,2.24
520,Simao,100,CN,1563894297,98,22.76,100.79,65.79,1.63
521,Icoana,20,RO,1563894297,45,44.41,24.71,82.4,9.17
522,Barcelos,0,BR,1563894297,84,-0.97,-62.93,81.81,3.24
523,Rabo de Peixe,75,PT,1563894298,94,37.8,-25.58,73.4,12.75
524,Celestun,100,MX,1563894298,81,20.87,-90.4,78.03,7.99
525,Murashi,4,RU,1563894298,69,59.4,48.97,66.87,2.8
526,Rorvik,75,NO,1563894299,77,64.86,11.24,66.2,6.93
527,Ola,0,RU,1563894299,57,59.58,151.3,47.25,9.42
528,Duku,100,ID,1563894299,75,-1.19,100.47,82.35,3.49
529,Salalah,75,OM,1563894299,88,17.01,54.1,80.6,12.75
530,Ipixuna,20,BR,1563894299,66,-1.76,-48.8,86,10.29
531,Norsup,0,VU,1563894300,64,-16.07,167.38,73.53,10.71
532,Los Llanos de Aridane,20,ES,1563894300,61,28.66,-17.92,77,20.8
533,Natal,40,BR,1563894300,54,-5.81,-35.21,84.2,14.99
534,Pocatello,40,US,1563894300,55,42.87,-112.44,75,8.05
535,Ochakiv,0,UA,1563894301,30,46.61,31.55,80.6,15.66
536,Acari,44,BR,1563894301,41,-6.44,-36.64,87.93,18.05
537,Quatre Cocos,75,MU,1563894301,78,-20.21,57.76,71.6,16.11
538,Codrington,0,AU,1563894302,93,-28.95,153.24,55.99,10.29
539,Leh,17,IN,1563894302,22,34.16,77.58,56.43,4.72
540,Namibe,20,AO,1563894302,77,-15.19,12.15,68,10.29
541,Taoudenni,0,ML,1563894302,9,22.68,-3.98,114.03,4.68
542,Raton,90,US,1563894303,82,36.9,-104.44,68,7.9
544,Alugan,100,PH,1563894303,94,12.22,125.48,76.23,3.42
545,Mitu,51,IR,1563894303,13,36.2,46.09,92.97,12.84
548,Presidencia Roque Saenz Pena,100,AR,1563894304,76,-26.79,-60.44,50.49,8.84
549,Evans,1,US,1563894304,56,40.38,-104.69,72,5.21
550,Novopavlovka,0,KG,1563894304,27,42.87,74.49,86,4.47
551,Matadi,3,CD,1563894304,35,-5.83,13.46,91.17,6.89
552,Gornji Milanovac,40,RS,1563894305,39,44.02,20.46,82.4,6.93
553,Vladivostok,75,RU,1563894305,94,43.12,131.89,71.6,6.71
554,Voh,0,NC,1563894305,69,-20.95,164.69,67.05,15.23
555,Tezu,100,IN,1563894306,98,27.93,96.16,72.09,2.64
557,Bealanana,25,MG,1563894306,71,-14.54,48.75,54.45,10
558,Bereda,40,ES,1563894306,78,43.27,-7.54,87.01,13.87
559,Manoharpur,100,IN,1563894307,78,22.35,85.21,82.17,1.83
560,Pyaozerskiy,100,RU,1563894307,61,65.83,31.17,60.21,4
561,Coihaique,40,CL,1563894307,80,-45.58,-72.07,42.8,9.17
563,Semnan,20,IR,1563894307,7,35.58,53.39,102.2,9.17
564,Galich,61,RU,1563894308,62,58.38,42.35,71.91,2.26
565,Otacilio Costa,49,BR,1563894308,99,-27.48,-50.12,73,1.01
566,Nenjiang,100,CN,1563894308,97,49.17,125.23,61.47,7.99
567,Dumka,100,IN,1563894308,90,24.27,87.25,77.31,12.55
568,Hami,84,CN,1563894309,32,42.84,93.51,78.21,5.03
569,Shubarkuduk,0,KZ,1563894309,33,49.15,56.49,79.29,14.9
570,Broken Hill,0,AU,1563894309,62,-31.97,141.45,51.8,11.41
571,Necochea,0,AR,1563894309,56,-38.55,-58.74,50,7
572,Ketchikan,90,US,1563894309,93,55.34,-131.65,60.8,3.36
573,Kharp,83,RU,1563894310,65,66.82,65.8,57.15,4.92
574,Ishim,100,RU,1563894310,88,56.11,69.47,63.99,2.28
575,Daru,77,PG,1563894310,94,-9.07,143.21,74.25,8.41
576,Leshukonskoye,66,RU,1563894310,58,64.9,45.76,70.29,7.25
577,Bintulu,75,MY,1563894310,94,3.17,113.03,77,2.01
578,Hwange,0,ZW,1563894311,18,-18.35,26.5,78.39,3.69
579,Fort Nelson,75,CA,1563894150,87,58.81,-122.69,60.8,2.24
580,Camopi,0,GF,1563894311,53,3.17,-52.33,87.75,4.32
581,Ihlow,0,DE,1563894312,40,52.62,14.07,89.01,6.93
582,Acapulco,90,MX,1563894312,88,16.86,-99.88,77,6.93
583,Sorland,40,NO,1563894312,82,67.67,12.69,68,10.29
584,Huesca,0,ES,1563894312,15,42.14,-0.41,102.99,6.93
585,Banjar,45,ID,1563894312,90,-7.37,108.54,68.49,0.56
586,Chernyshevskiy,100,RU,1563894313,51,63.01,112.47,59.67,5.39
587,Qarqin,0,AF,1563894313,10,37.41,66.03,97.47,6.26
588,Yinchuan,31,CN,1563894272,43,38.48,106.21,70,5.03
589,Kamiiso,79,JP,1563894313,99,41.82,140.65,62.55,2.93
591,Lyubim,65,RU,1563894314,64,58.36,40.69,70.65,4.59
592,Tibati,100,CM,1563894085,93,6.47,12.63,72.45,3.96
593,Macapa,40,BR,1563894314,70,0.05,-51.07,89.6,11.41
594,Portland,90,US,1563893970,82,43.66,-70.25,63,3.58
595,Qaqortoq,75,GL,1563894314,81,60.72,-46.03,50,4.7
596,Cockburn Town,40,TC,1563894248,62,21.46,-71.14,89.6,11.41
597,Hagenow,0,DE,1563894314,45,53.43,11.19,90,3.36
598,Erenhot,37,CN,1563894315,40,43.65,111.97,76.23,11.52
599,Port Macquarie,0,AU,1563894315,93,-31.43,152.91,48.2,4.43
601,Springdale,40,US,1563894315,78,36.19,-94.13,75,8.05
602,Lavrentiya,100,RU,1563894316,97,65.58,-170.99,43.29,4.76
603,Maple Creek,91,CA,1563894128,55,49.91,-109.46,76.77,10.09
604,Shelbyville,1,US,1563894040,49,39.41,-88.79,75,5.82
605,Shahr-e Babak,3,IR,1563894316,10,30.12,55.12,91.71,14.25
606,Marzuq,88,YE,1563894316,44,14.4,46.47,77.49,17.22
607,Tutoia,75,BR,1563894316,70,-2.76,-42.27,84.2,9.17
608,Lasa,20,CY,1563894317,74,34.92,32.53,86,10.29
609,Nagato,75,JP,1563894317,88,34.35,131.14,80.01,2.24
610,Vadso,0,NO,1563894317,60,70.07,29.75,80.6,11.41
611,Mangai,88,CD,1563894318,20,-4.07,19.59,96.03,2.8
612,Lehrte,0,DE,1563894318,31,52.37,9.97,91,3.36
613,Hailey,40,US,1563894318,46,43.52,-114.32,75.99,10.29
614,Kasakh,90,AM,1563894318,28,40.54,44.41,95,16.11
615,Dilla,100,ET,1563894318,59,6.41,38.31,76.59,2.77
616,Svetlogorsk,75,RU,1563894319,49,53.14,59.15,69.8,13.42
617,Hit,0,IQ,1563894319,8,33.64,42.83,108.63,8.99
618,Viedma,0,AR,1563894093,44,-40.81,-62.99,50.85,15.08
619,Tobias Barreto,65,BR,1563894319,65,-11.19,-38,78.75,12.57
620,Bubaque,85,GW,1563894319,80,11.28,-15.83,79.83,10.22
621,Northam,40,AU,1563894320,87,-31.65,116.67,53.6,1.3
623,Petropavlovsk-Kamchatskiy,40,RU,1563894320,93,53.05,158.65,55.4,4.47
624,Neya,38,RU,1563894320,63,58.29,43.89,71.55,3.02
625,Moose Factory,75,CA,1563894320,81,51.26,-80.61,48.2,3.36
626,Iquitos,75,PE,1563894321,319,-3.75,-73.25,42.8,3.36
627,Byron Bay,0,AU,1563894321,100,-28.65,153.62,55.99,2.86
628,Changping,0,CN,1563894308,74,40.22,116.23,91,4.47
629,Mamlyutka,100,KZ,1563894321,89,54.94,68.54,64.89,6.11
630,Torres,100,BR,1563894188,67,-29.34,-49.73,74.61,3.49
631,Hanna,52,CA,1563894322,66,51.64,-111.93,73,3
632,Kushiro,100,JP,1563894322,98,43.11,144.15,58.77,3.38